date,review,rating,isEdited,userName,title,app
2022-05-13 19:46:53,"The customer support is *extremely* unprofessional, unhelpful, and I’ve even felt harassed by customer support when they kept messaging me hours after an issue was resolved. I’ve had multiple customer support agents wait to respond until it was too late to do anything about my problem. I’ve had a customer support agent send me unprofessional GIFs when I had maintained a professional tone. I’ve had a customer support agent ask me whether I wanted to cancel and order several minutes after I’d stated in two separate messages in no uncertain terms that I needed them to cancel an order. (It was ice cream that had melted while a delivery person’s vehicle broke down).",2,False,CJAM27,Customer support is AWFUL,Wolt
2020-03-29 11:40:07,"I’ve never taken the time out to write an app review but Wolt really deserves one. I am in the business of marketing, strategy and overall product development so I say this with as much heart and professional bone in my body. Not only does WOLT offer amazing customer service and fabulous branding, but their app UX design is impeccable and impressive. I use this service a lot. I’ve had many different scenarios in dealing with them. And it’s been flawless to say the least. So much so, that I am looking to hire whoever they hired to build an app for my own company! Bravo.",5,False,write on da money,Best User Experience Ever,Wolt
2023-06-05 14:05:03,"I would like to say how much I appreciate the Wolt staff. They are all very helpful, pleasant, polite and all are fluent in English. 
They all reply quickly to my messages and all try to resolve any problems and answer questions as quickly as possible.
Also, the couriers are polite and many are pleasant too. I can see they try their best to deliver in good time, even when circumstances are sometimes not favourable. Their job is not always easy.
I am also a member of Wolt+ and appreciate the discount. Thank you Wolt!",5,False,WoltFan,Wolt Service,Wolt
2023-07-08 19:06:11,"ONLY USE THIS APP IF YOU’RE WILLING TO RISK COOPERATING WITH YOUR CREDIT CARD PROVIDER TO INITIATE A CHARGEBACK WHEN YOU RECEIVE UNSAFE FOOD. 

On a technical level this app is functional and provides several features that are unique in this product space.

Unfortunately, their quality assurance has few if any controls in place for unsafe and or incomplete deliveries. Unlike any other apps, Wolt will OUTRIGHT FORCE YOU TO PAY FOR DANGEROUS OR MISSING ITEMS THAT ARE NEVER DELIVERED. They have no process in place to remove those items from your order.

I received raw pizzas instead of a fully cooked product. Despite photo evidence to the contrary (a sopping wet, half ripped apart collection of raw dough with a burnt edge and raw ingredients), which Wolt acknowledged, Wolt accepted the restaurant’s claim the product was viable solely on the basis they were willing to make that claim. The whole interaction was almost certainly a violation of EU law regarding food safety.

I think other companies have a more reputable approach to these scenarios and until they have better quality controls in place, it’s a better choice to pick literally anything else.",1,False,AxiomSchema,No method to address food safety violations,Wolt
2022-10-12 06:24:31,"I had an issue that ruin experience of the app.   Summary: UX: Softlock:Navigation - Softlock when user doing a search inside a store.   Steps: 1. Select any store; 2. Select search bar inside the store; 3. Type any search request and press “return”; 4. Try to select search bar or exit search tab; 5. Observe that when user try to select search bar, the application opens up the item that is shown behind the bar. Description: When i’m trying to search for any item in side any store a get softlocked inside a search screen so a have to close the app every time to exit from that screen. It ruins UX so much. Please fix that. Environment: iPhone 13 mini, iOS 16.0.2, app version 3.22.0",1,False,iliveinlondon,BUG - Softlock when user doing a search inside a store,Wolt
2023-03-02 11:46:53,"Long time ago it used to be fantastic, however nowadays support is terrible. When you're having trouble they either don't do anything to help or they do the least amount of work they can. For example, yesterday I was waiting for a shawarma (which had official waiting time of 30 mins) for an hour, I was in a hurry and had to get a quick lunch before university. What did support do? NOTHING, just texted ""Oh we have assigned you a currier"". I told them that It's too late and i'm gonna be late as well - they don't care, said that they can't cancel it, nor did they compensate or something",2,False,Hextron,App is in a downward spiral,Wolt
2022-07-09 03:34:42,"Perhaps the cities I visited from the US have better options than this unfortunate download, but this app is the most misleading thing I’ve ever seen. It will tell you an opening hours / timeframe for a certain place as well as a delivery range in a certain area yet refuse to let you place an order. When you go in person it turns out the place is open and taking orders yet the app interface they have doesn’t work - it would be fair to claim a one time issue / coincidence if it happens once or twice, but I’ve been in Europe for 1 month and the first successful non-scheduled order we place will be the first. Root for Uber eats because this doesn’t cut it",1,False,toshish,Misleading garbage,Wolt
2020-05-01 20:12:01,"I’ve been a user of apps like UberEats and GrubHub in the USA for many years. Moving to Warsaw, I was nervous about trying a new app but everyone local told me that Wolt had far more options than uberEats. 

I’m here to tell you that not only is this true, the options are far greater, but I’ve never loved USING an app so much before! Delightfully designed, aesthetically pleasing, and very user-friendly. Wolt is amazing and I absolutely love it.",5,False,Caelgut,Beautifully designed. Incredibly efficient.,Wolt
2023-11-29 21:17:50,"It’s all fun and games until you have a problem. I had a couple of issues  with restaurants not delivering items. Restaurants can’t send missing items so I had to attempt resolving issues with Wolt’s customer support. First the bot asks several questions in the span of 3-4 minutes each and then a person takes over, with even greater delays. In both of my cases they declined repeat delivery and offered credit for the missing items, which wasn’t satisfactory as they never reimbursed for the trouble. I regret getting food through Wolt.  I’ll know better next time.",1,False,T3letin@,Poor and slow customer support that protects sellers,Wolt
2019-07-10 10:13:45,I was looking forward for efficient food delivery system in Baku. The navigation through the app was easy and the process of preparation started in less than a minute. Food was delivered 10 minutes earlier from estimated time of delivery. The only thing i wish was there is online tipping option. I cant wait to see more restaurant options as the company growth.,5,False,tamellah,Quick delivery and fresh food,Wolt
2022-08-22 18:26:55,"Used Wolt for the first time today - worked great! Enjoyed the user interface and order was delivered on time. Tried using again in the evening and order attempts were marked as failed. When I contacted customer support, I was informed that my account had been flagged for being used by multiple accounts (which was very confusing as I had just signed up that day with iPhone app and did nothing different from my first successful attempt) and when I asked why I was kicked off and banned. Customer service said there was nothing they could do. Very disappointing experience.",1,False,SHerrmann15,Banned From App with No Explanation,Wolt
2022-08-24 18:03:42,"Wolt has a better selection than their competitors in Serbia. The support staff are very responsive. However my cards are declined constantly. Sometimes they will fix it and they used to sometimes they claim it’s my card, but at least they’ve stopped that because it never is. Not surprisingly, when Wolt says my payment fails, I can order with that same card minutes later from Glovo. The support staff says there is nothing they can do to fix it. I hear that Uber may come to Serbia. I hate Uber, but if I am able to give them my business and get dinner, then to je to.",1,False,enune,Would love to be a fan of this service,Wolt
2023-08-01 16:06:59,"It were 2 last orders (of 3 at all) - both with negative experience. the first - I ordered food, and only when I spent a lot of time choosing dishes and was already ready to pay, they told me that there was no delivery from this restaurant at my address. My address has already been entered before. You could take that into account and not waste my time. The second one - I ordered flowers for his wife while she was not at home. I wanted to surprise her. But instead of the promised 40 minutes, they drove 1 hour and 40 minutes. As a result I have two negative experiences from the first three orders.",1,False,Roman Usoltsev,2 worst orders,Wolt
2019-11-03 12:59:52,"I have ordered from wolt Tbilisi and I got a call from the restaurant to select the sauce and I clearly said what I wanted nevertheless I get the wrong order, and when I contacted the restaurant they admitted that they made a mistake and said they will contact me back and never did. And when I reached to wolt chat support they did nothing but stand by the restaurant because ""they contacted the lady that got the order wrong"" and she said that's what we ordered instead of admitting they made a mistake. Terrible customer service, I do not recommend. If you got the wrong order forget about support or even a refund because ""that's not their mistake""",1,False,mariamkam,I got the wrong order and I received zero support,Wolt
2022-08-17 14:55:10,"Greetings from Israel!   We have been camped out at an Airbnb, tired and overheated from the weather and sightseeing.  With no desire to cook or go out for dinner,  ordering through the Wolt app was great!  Lots of good choices.   Hit an app snag during my second attempt but it was resolved through the chat feature.  Recommend and will use for future trips.",5,False,i2countbeans,Convenient delivery from great local restaurants,Wolt
2023-10-05 10:34:15,"I travel the world for work and used many an app and in many a city. In a sea of poor packaging, disappointing portions and flavor,  Wolt in Ljubljana has been the absolute best so far. Delivery is better than predicted, restaurant choice is solid, taste and portion sizes are phenomenal. If you aren’t feeling up to venturing out, let Wolt help! You won’t be disappointed.",5,False,imanelectrician,Well Done,Wolt
2023-12-08 19:37:59,"I’ve been consistently disappointed with Wolt’s food delivery service. The customer service is unhelpful, and there’s a recurring issue of missing items from my orders. Despite reaching out, the policies seem to favor the company rather than addressing the customer’s concerns. It’s frustrating to encounter these issues repeatedly, and I’m considering exploring alternative food delivery options. In each food delivery, I have to spend more time on the support of the order than enjoying the food and delivery. Not acceptable and not recommended!",1,False,alireza.jaguar,Consistently Disappointing Service,Wolt
2020-12-08 17:55:33,Awesome! Wolt is so easy to use and shows you the exact details of your order. Photos for all dishes at all restaurants. Restaurant suggestions you actually want. Chat immediately with customer service. Watch the courier’s precise location as your food is being delivered. Wolt should put Lieferando out of business in no time.,5,False,Charleston1830,Delete all the other food apps on your phone,Wolt
2022-07-03 10:47:54,"This is my first review and I had to make it for this app. The concept is great, but there are wayy too many glitches that it takes away from the convenience of the app. Every time I want to order, it says order failed, and I have to contact customer service and wait at LEAST 40 minutes to get the issue resolved. This isn’t only happening to me, but almost all other users of the app. By the time the I reach customer service and the glitch is fixed I could get my meal elsewhere.",1,False,Soraya 1836,"Way too many glitches, long customer service",Wolt
2020-12-16 13:24:07,"As an iOS developer, I find this app offensive. Whose idea was it to add all of these unnecessary animations when changing the tab or navigating to a detail view? It’s distorting. If you don’t want to add an option to disable these animations, at least respect the accessibility setting for reduced motion. I get it, animations are fun. That doesn’t mean they are the right choice. You have a wide audience. Respect them.

3 stars still because there’s some good thing here and generally it works well and I like to eat.",3,False,markcleonard,Work well but poor UX choices,Wolt
2023-12-29 12:11:12,"After a 3 week trip to belgrade back in october, i am back again and one thing I have been looking forward to is Wolt! It’s a thousand times better than doordash or glovo, I tell everyone back at home in america to stop using doordash so they are forced to step up their game!",5,False,96Roni,Doordash needs to learn a thing or two,Wolt
2023-11-10 20:47:50,"if it’s available in your country, opt for Glovo or other courier services. every order is late 20 minutes minimum, and when you complain about it, the answers are slow, automated and quite unprofessional. You have to beg and check in three times with order support to merely *get* your order, and even then it’ll be 20 minutes minimum or more late than when you originally ordered it, and will come cold and hastily packed. The app was way better a year ago, now it’s a disaster",1,False,naeptunian,"perpetually extremely late, unprofessional, careless",Wolt
2023-06-14 08:55:29,"I used to be able to contact Wolt support when something goes wrong and for some reasons now I can’t contact support for weeks. I still use the app at least 5 times a week. This is just bad when your order isn’t complete, too much delay time or missing order and no one to report to. 
I hope they find a way to be more open to their costumers/users.",3,False,Demigod2247,In app support blocked me.,Wolt
2022-01-05 01:04:50,"A decent experience on the surface, but this app lacks some important features that competitors figured out long time ago:

1) there is no image of your delivery - so you don’t know where they left the food (or if it’s delivered at all)

2) Wolt credits are only valid for 6 months, and is the default refund option when they mess up your order (is that even legal?). You have to insist to get a proper refund on a cancelled order.

3) their customer service has little ability to resolve issues for you, and they certainly won’t go the extra mile if you have a bad experience. I spent literally more than an hour on chat, cycling through 5 representatives - none of them actually taking time to understand the problem, and all being incapable of resolving the situation - lacking basic abilities such as re-issuing a messed up order.",1,False,MistaTeeHaa,Hello chaos!,Wolt
2020-10-19 13:24:39,Great restaurants and presentation of food. The app looks nice but has complicated workflows. The worst thing about Wolt is that Wolt sends their drivers to your location using gps data instead of the address. Unfortunately the gps location is rarely a good indicator where to go. Every order we have to reach out to support and ask them to contact their driver to come to the address we provide. Pretty ridiculous experience.,3,False,moopoints,Product issues,Wolt
2023-11-15 17:13:04,"Incredibly negative experience with the extremely unprofessional and clueless customer support. 

After spending over 1000$ in the app in a two month period, when an order was not delivered to me, I was told there was “nothing they can do” because the courier said they delivered it. No offer of a refund, no offer to deliver the order again. Just a “too bad” you’re out 30$ with no food. 

I loved using Wolt but after this experience, I cancelled my pro account and have transitioned to a new delivery app.",1,False,pabloflexcobar,No customer support,Wolt
2022-03-24 08:59:01,"I’ve used multiple food delivery service apps and this one is terrible. They don’t allow customer reviews on restaurants, only a rated scale on the food items delivered and the courier, and their customer service team is terrible. A restaurant was allowed to sell something they didn’t have all the items for and when I reached out to get a refund for these items, Wolt staff basically said they could do nothing about this. They don’t refund incorrect items—just a warning.",1,False,zach_churney,Horrible Customer Service,Wolt
2020-10-03 18:44:34,"I’ve placed 4 orders using this app, and I already like it WAY better than Lieferando. The app works as it should, and it provides updates through the whole process. The ONLY thing I would beg the developers to include in future updates, would be the option to tip the riders using the app. I don’t like cash!",5,False,Diegovista_,Goodbye Lieferando,Wolt
2022-12-04 12:49:09,"First it wouldn’t accept card payment even though both of the cards have enough money on them. It would only accept apple pay and cash. Embarrassing. 
Then when I tried to solve the issue by reinstalling the app, it wouldn’t even let me open an account, I couldn’t pass the phone number authorization step. I tried putting 3 different numbers multiple times and every time I’d get the same “Something unexpected happened” message. So sick of this.",1,False,DolaaaPlase,Horrible application,Wolt
2021-08-29 17:47:03,"I have been ordering for quite a while from Wolt now, and with every next delivery was having a worse and worse experience. Finally, I have ordered two box combos from a restaurant and got delivered only one. When I tried to contact customer support to get help resolve the issue, they just shrug it off saying restaurant confirmed they sent two box combos. Even though I have ordered of same things more than dozen of times, they wouldnt care. The worst experience ever!",1,False,esadissimus,worst ever in Azerbaijan! Never ever use!,Wolt
2020-08-20 10:32:04,"Amazing service in general(at israel). But when something happens, and sometimes stuff happen when you order on a daily basis. the customer service is just amazing. Always pleasnt and take care of it fast, and always fair and compensate when its their/restaurant  fault.",5,False,Osher A,Best customer service ever.,Wolt
2022-06-27 10:35:28,"Wolt is definitely the best food delivery app, but it could be even better by allowing the option to tip after delivery and after eating itself. Giving people the ability after good delivery/good food to be able to go back into the order and tip the courier could help everyone!",4,False,JeremyJacob17,Add ability to tip after delivery,Wolt
2022-08-03 13:22:58,"Absolutely unacceptable support from this company.  Estimated delivery time of 65-95 minutes.  I received my order 4 HOURS later.  On an ~$80 order, they offered me $10 in Wolt credit.  Not only that, they told me that after 150 minutes, they could refund it and when I placed my order at 5:31 PM and received it at 9:29 PM, they had the gall to tell me it had only been 127 minutes late and therefore couldn’t do anything.  What a joke, I’ll never be using this service again.",1,False,ckehlzx,Terrible customer support,Wolt
2023-12-05 19:03:36,I had to recently travel to Europe to study abroad and this app saved me! They deliver very late and it is always efficient. It is not very expensive and my food was always delivered in 15 minutes or less and still hot. Compared to food delivery here in America that is a Treasure! This app is awesome.,5,False,Dgirl01,Awesome!,Wolt
2021-05-05 17:40:25,"The delivery people are great! Tough times, cold or hot weather they serve you fast on bikes risking their lives in traffic and in your favorite restaurants picking up your food.
 Tip them as if they would save you from a flue (at least)! 
The app and customer service is super efficient as well.",5,False,r1234698865,Tip generously!,Wolt
2018-05-23 10:46:48,"Love it and finally we have in Tbilisi, Georgia an outstanding food delivery service. The app is very user-friendly, it shows the location of the delivery guy. The company cares for its customers, they even bother to send you the handwritten thank you card with your name on it. Thanks now i will get fatter and fatter 😄❤️",5,False,Balalaikovich,Finally!,Wolt
2020-11-02 12:45:05,"I love this app, but I deleted it from my phone and reinstalled it. Now I can’t sign back in using my email or Apple ID or anything else because it keeps saying my phone number is already in use. 😅",5,False,echonectarine,Can’t sign in after deleting,Wolt
2023-03-22 19:59:03,Very good food delivery service and a good app. You need to show tips to your couriers though. I tip a bunch on the app (15-20%) and get couriers still expecting a cash tip. It’s not very transparent and frankly it’s poor customer service on Wolf’s behalf that could be easily improved. I’m going to just start paying cash tips and welp I guess you won’t ever get to harvest that data,3,False,Dampfen,Show tips to couriers,Wolt
2023-11-19 12:33:40,"Dev team deserves a raise. Great looking app, easy and efficient to use. The haptics, widgets, animations, everything is top tier and beats the competition out of the water. The service itself along with the support team is also superb but kudos to the dev team",5,False,Taps user 1057,Deserves an award,Wolt
2023-03-23 18:59:37,"This app was so bad that I couldn’t even register with my US number, even though it was an option. It just said something went wrong over and over again! I was barely agreeing to pay delivery fees and tips so I immediately deleted the app after multiple trys. I know something is not wrong with my number because this is the first time something like this has happened! Never again!",1,False,cfyfyxtxtxb,Couldn’t even sign up 😂,Wolt
2022-04-06 13:56:02,"I ordered $60 worth of food. My driver went almost an hour north of my apartment, literally passing me from the restaurant on the way. I reached out to customer service and they did nothing to help me. My food was 2 hours late, cold and disgusting when it got to me. I tried to cancel my order and they wouldn’t let me despite the driver being literally in another town. I was refunded a meager $20 and the food went directly in the trash when I got home. Beware this app is a scam.",1,False,luckypapaya,WORST CUSTOMER SERVICE,Wolt
2023-08-11 15:17:28,"Wolt has the absolute worst customer service in the world, if the restaurant gets your order wrong, just forget it. Wolt will respond after an hour and you will receive a message every 30 minutes. Took 26 hours to resolve an issue one time of a wrong order. The average resolution time after numerous times contacting them was two hours, I am not kissing. Honestly try any other food delivery app.",1,False,Sad:(mmk,After over 300 orders I deleted my account,Wolt
2023-11-24 19:40:23,"I would expect a live activity on the lock screen from nothing but Wolt, it’s a necessary feature that’s missing for whatever reason 
Otherwise the app is extremely well done, I love it",4,False,thosandolla,Something very important is missing,Wolt
2023-02-04 07:03:41,"They used to provide good quality delivery service, however recently things have changed, it takes hours for their couriers to deliver food, even during weekend days. They accept orders to be delivered to locations miles/kilometers apart, just wondering is it just greed or poor management??? If I were a restaurant owner I would consider twice before letting these guys deliver something that you put your soul into. I",1,False,Alimz01,Poor service,Wolt
2022-07-10 12:41:18,"My delivery was delayed multiple times, which was not an issue at all. After waiting for more than an hour the food was marked delivered when it was not.  I spoke with customer service and was passed around to multiple assistants. I finally was fed up and asked for a refund which I have yet to receive. Typically this service is reliable, but this is enough to make me use a different platform.",1,False,antione2873,Horrible experience,Wolt
2023-12-11 18:54:05,I ordered a surprise gift for my moms bday. They couldn’t find my address ( I have had deliveries to my address before may times without any issues). And they charged the poor driver when I said it didn’t get delivered to my mom. Imagine you are a teller and they take every shortage of your teller cash from your paycheck. It’s crappy and unfair to drivers. The app only makes sure it gets its money without any expenses.,1,False,Fidan Aliyeva1996,Horrible in Azerbaijan,Wolt
2019-07-06 13:13:56,"I love this app and it has saved my life in Tbilisi, however there’s one big problem. Occasionally, more often than not lately, when I slide to confirm my order it says: “Yikes, payment couldn’t be processed.” I’ve added and readded my cards, I’ve added new cards, I’ve added other people’s cards and it still is not working!! Please fix this as soon as possible!",2,False,youdontknowme123456,Love the app!! But keep having problems!!!,Wolt
2020-07-18 09:00:19,"This is one of the best apps and use it all the time!!
One thing I would love to see is when if a restaurant goes offline bc it’s busy, we can add a notification button when it goes back online and taking orders",5,False,happy bug15,Amazing!!,Wolt
2023-03-13 14:29:31,"Apparently Wolt uses some sort of faulty fraud prevention system at the time of payment. This system has incorrectly flagged me as a fraudulent user, so I’m not able to make orders on Wolt. I even took the time to contact customer service and they told me there is nothing they can do to fix this.

Thankfully Wolt has plenty of competition. I recommend using FoodPanda, Uber Eats, Grubhub, JustEat, or Bolt Food as this service is completely useless to me.",1,False,FrnechyFrench,Doesn’t work,Wolt
2022-12-01 13:09:36,"The app is amazingly well-designed, smart and responsive, and the service is great - my only gripe is that there’s no flat fee subscription like the competition offers… otherwise, great stuff :).",5,False,Petar Zivanic,Simply great,Wolt
2023-08-13 09:17:08,"I only wish every business had the level of customer service as Wolt does, they are smiply the best at taking care of me.  Except for my wife and daughter of course 😋",5,False,NeedsATaxi,The best,Wolt
2023-05-16 20:22:00,"By far the best delivery app in Georgia.
Widest selection, great pricing, and very good service. Any queries always get solved in minutes by exceptionally friendly staff. 

Happy customers for 12 months already.",5,False,Tilman J.,Our favourite food app,Wolt
2022-10-03 09:00:28,"Absolutely fantastic service and choice of restaurants! I’m grateful to the team; they are caring, kind and can’t be more professional (though I wish them to hit new horizons)",5,False,goodsasha,Wolt is ahead of the curve!,Wolt
2020-11-20 08:31:07,"Great, easy to use, quick and convenient food delivery service that has made the long struggle against coronavirus a bit more flavorful. Customer service is excellent and provides support in English.",5,False,SaintGarKardashianWest,Great Service,Wolt
2021-02-16 21:33:03,It’s easy to use and has a really nice design making it straightforward on how to order food. The “track your food” feature is really accurate and helpful. Best food delivery app I’ve seen so far.,5,False,Hello284;948,Great Food Delivery App,Wolt
2021-07-26 19:00:41,Most of the time this app works well the service is good but it take one horrible experience that goes unfixed that can ruin it for you. Thats exactly what happened to me. The ETA kept jumping up and I ended up waiting over an hour. When originally were supposed to be a 12 minute delivery. I reached out to support and they never answered me. Let alone helped me. 1 star is to high for this.,1,False,Photo Graph He,No.,Wolt
2023-02-23 07:33:56,Solid only czech delivery app I trust enough to pay with card wish they had later night delivery,5,False,Gucci100montana,Needs a post delivery tip option,Wolt
2021-01-20 12:47:10,"Walt has saved me during pandemic so many times. :) Easy to follow delivery time, timely delivery, wide variety of options, great customer service.",5,False,Na*t,Must have app/service,Wolt
2019-01-21 13:20:00,Wolt has live agents immediately available via in-app text which has been a huge help several times. Many options and clean clear app to navigate,5,False,-mantooth-,REAL-LIVE customer support,Wolt
